Time	LEyePos3dx	LEyePos3dy	LEyePos3dz	LEyePos3dRelx	LEyePos3dRely	LEyePos3dRelz	LGazePos2dx	LGazePos2dy	LGazePos3dx	LGazePos3dy	LGazePos3dz	LPupilDm	LValidity	REyePos3dx	REyePos3dy	REyePos3dz	REyePos3dRelx	REyePos3dRely	REyePos3dRelz	RGazePos2dx	RGazePos2dy	RGazePos3dx	RGazePos3dy	RGazePos3dz	RPupilDm	RValidity	RelTimestamp
2464796298	19.3970	6.6190	660.3802	0.4736	0.4674	0.7013	0.5106	0.5418	5.4235	159.3575	51.0460	4.2216	0	63.9675	9.0380	658.4926	0.3313	0.4538	0.6950	0.5214	0.5143	11.0061	166.7513	54.0437	3.5138	0	0.0000
2464799566	19.3810	6.6437	660.3159	0.4737	0.4672	0.7011	0.5150	0.5650	7.7144	153.1279	48.5203	4.2328	0	63.9553	9.0704	658.5734	0.3313	0.4536	0.6952	0.5278	0.4678	14.2735	179.2526	59.1121	3.3908	0	3.2680
2464802896	19.3626	6.6722	660.3285	0.4737	0.4671	0.7011	0.5130	0.5679	6.6993	152.3516	48.2055	4.2764	0	63.9376	9.0957	658.6167	0.3314	0.4535	0.6954	0.5280	0.4636	14.4046	180.3592	59.5608	3.3818	0	6.5980
2464806265	19.3496	6.6999	660.3586	0.4738	0.4669	0.7012	0.5114	0.5615	5.8632	154.0607	48.8984	4.2535	0	63.9161	9.1182	658.5930	0.3315	0.4534	0.6953	0.5300	0.4852	15.4038	174.5684	57.2130	3.4110	0	9.9670
2464809624	19.3328	6.7283	660.3467	0.4738	0.4667	0.7012	0.5185	0.5783	9.5000	149.5398	47.0656	4.3174	0	63.8989	9.1359	658.5788	0.3315	0.4533	0.6953	0.5173	0.4676	8.8805	179.2954	59.1294	3.4136	0	13.3260
2464812883	19.3223	6.7475	660.3702	0.4739	0.4666	0.7012	0.5074	0.5645	3.8094	153.2700	48.5779	4.2644	0	63.8769	9.1537	658.5479	0.3316	0.4532	0.6952	0.5198	0.4645	10.1548	180.1190	59.4634	3.4296	0	16.5850
2464816235	19.3111	6.7675	660.4100	0.4739	0.4665	0.7014	0.5133	0.5695	6.8396	151.9256	48.0328	4.2429	0	63.8679	9.1775	658.6532	0.3316	0.4530	0.6955	0.5241	0.4489	12.3641	184.3241	61.1683	3.3843	0	19.9370
2464819592	19.3004	6.7886	660.5160	0.4740	0.4664	0.7017	0.5118	0.5579	6.0560	155.0212	49.2879	4.2227	0	63.8592	9.2013	658.7217	0.3317	0.4529	0.6957	0.5240	0.5089	12.3445	168.1963	54.6295	3.5110	0	23.2940
2464822949	19.2878	6.8156	660.6027	0.4740	0.4663	0.7020	0.5116	0.5631	5.9793	153.6295	48.7237	4.2608	0	63.8558	9.2291	658.9097	0.3317	0.4528	0.6964	0.5162	0.4970	8.3098	171.3948	55.9263	3.5100	0	26.6510
2464826207	19.2724	6.8416	660.7149	0.4741	0.4661	0.7024	0.5167	0.5625	8.6000	153.7835	48.7861	4.2276	0	63.8446	9.2564	658.9786	0.3318	0.4526	0.6966	0.5296	0.4727	15.2118	177.9173	58.5707	3.4506	0	29.9090
2464829546	19.2601	6.8697	660.7389	0.4741	0.4660	0.7025	0.5131	0.5651	6.7212	153.0946	48.5068	4.2643	0	63.8347	9.2801	659.0916	0.3318	0.4525	0.6970	0.5208	0.5202	10.6642	165.1680	53.4017	3.5331	0	33.2480
2464832918	19.2470	6.8951	660.8671	0.4742	0.4658	0.7029	0.5089	0.5739	4.5648	150.7299	47.5480	4.2592	0	63.8104	9.2988	659.0609	0.3319	0.4524	0.6969	0.5184	0.4992	9.4765	170.8022	55.6860	3.5023	0	36.6200
2464836276	19.2354	6.9702	660.8652	0.4742	0.4654	0.7029	0.5072	0.5674	3.6890	152.4670	48.2523	4.2642	0	66.1719	9.5885	675.2977	0.3284	0.4520	0.7510	0.5267	0.5310	13.7267	162.2605	52.2230	3.7399	0	39.9780
