Time	LEyePos3dx	LEyePos3dy	LEyePos3dz	LEyePos3dRelx	LEyePos3dRely	LEyePos3dRelz	LGazePos2dx	LGazePos2dy	LGazePos3dx	LGazePos3dy	LGazePos3dz	LPupilDm	LValidity	REyePos3dx	REyePos3dy	REyePos3dz	REyePos3dRelx	REyePos3dRely	REyePos3dRelz	RGazePos2dx	RGazePos2dy	RGazePos3dx	RGazePos3dy	RGazePos3dz	RPupilDm	RValidity	RelTimestamp
2640808332	37.0068	-16.1063	616.5914	0.4114	0.6010	0.5553	0.4735	0.4912	-13.5935	172.9626	56.5619	3.6442	0	81.2317	-15.6317	611.1325	0.2613	0.5990	0.5371	0.4699	0.4629	-15.4838	180.5633	59.6435	3.1261	0	0.0000
2640811685	36.9924	-16.0763	616.5106	0.4114	0.6009	0.5550	0.4807	0.4849	-9.9322	174.6377	57.2411	3.6247	0	81.2167	-15.6486	611.0351	0.2614	0.5991	0.5368	0.4630	0.4867	-19.0085	174.1648	57.0493	3.2127	0	3.3530
2640815028	36.9729	-16.0537	616.3708	0.4114	0.6008	0.5546	0.4716	0.4831	-14.5898	175.1268	57.4394	3.6508	0	81.2015	-15.6666	610.9506	0.2614	0.5993	0.5365	0.4656	0.5102	-17.6526	167.8443	54.4868	3.2719	0	6.6960
2640818385	36.9582	-16.0322	616.2818	0.4115	0.6006	0.5543	0.4720	0.4521	-14.3749	183.4587	60.8174	3.5887	0	81.1886	-15.6943	610.8832	0.2614	0.5994	0.5363	0.4669	0.4895	-17.0256	173.4036	56.7407	3.1806	0	10.0530
2640821731	36.9429	-16.0071	616.1993	0.4115	0.6005	0.5540	0.4720	0.4678	-14.4042	179.2488	59.1106	3.6043	0	81.1766	-15.7226	610.8214	0.2614	0.5996	0.5361	0.4647	0.4651	-18.1618	179.9769	59.4058	3.1922	0	13.3990
2640824994	36.9229	-15.9884	616.0567	0.4116	0.6004	0.5535	0.4677	0.5174	-16.6168	165.9064	53.7011	3.7082	0	81.1597	-15.7507	610.7416	0.2614	0.5998	0.5358	0.4574	0.4829	-21.9054	175.1812	57.4614	3.2090	0	16.6620
2640828350	36.9018	-15.9718	615.9223	0.4116	0.6003	0.5531	0.4739	0.4855	-13.4226	174.4875	57.1802	3.6248	0	81.1359	-15.7751	610.6157	0.2615	0.6000	0.5354	0.4644	0.4843	-18.3154	174.7988	57.3064	3.2225	0	20.0180
2640831705	36.8892	-15.9596	615.9176	0.4116	0.6003	0.5531	0.4709	0.4947	-14.9703	172.0116	56.1764	3.6644	0	81.1193	-15.7989	610.5260	0.2615	0.6001	0.5351	0.4633	0.4956	-18.8311	171.7618	56.0751	3.2238	0	23.3730
2640835070	36.8742	-15.9476	615.8529	0.4117	0.6002	0.5528	0.4732	0.4828	-13.7460	175.2075	57.4721	3.6374	0	81.1091	-15.8217	610.4765	0.2615	0.6003	0.5349	0.4707	0.4948	-15.0322	171.9945	56.1694	3.2132	0	26.7380
2640838322	36.8593	-15.9360	615.8086	0.4117	0.6001	0.5527	0.4764	0.4414	-12.1484	186.3446	61.9874	3.5423	0	81.0829	-15.8485	610.3373	0.2616	0.6005	0.5345	0.4701	0.4713	-15.3372	178.2946	58.7237	3.1701	0	29.9900
2640841664	36.8396	-15.9226	615.6871	0.4118	0.6001	0.5523	0.4715	0.4823	-14.6524	175.3479	57.5290	3.6562	0	81.0662	-15.8771	610.2388	0.2616	0.6006	0.5341	0.4657	0.4857	-17.6245	174.4347	57.1588	3.2074	0	33.3320
