Time	LEyePos3dx	LEyePos3dy	LEyePos3dz	LEyePos3dRelx	LEyePos3dRely	LEyePos3dRelz	LGazePos2dx	LGazePos2dy	LGazePos3dx	LGazePos3dy	LGazePos3dz	LPupilDm	LValidity	REyePos3dx	REyePos3dy	REyePos3dz	REyePos3dRelx	REyePos3dRely	REyePos3dRelz	RGazePos2dx	RGazePos2dy	RGazePos3dx	RGazePos3dy	RGazePos3dz	RPupilDm	RValidity	RelTimestamp
2598385135	0.0000	0.0000	0.0000	-1.0000	-1.0000	0.0000	-1.0000	-1.0000	0.0000	0.0000	0.0000	-1.0000	4	0.0000	0.0000	0.0000	-1.0000	-1.0000	0.0000	-1.0000	-1.0000	0.0000	0.0000	0.0000	-1.0000	4	0.0000
2598388467	0.0000	0.0000	0.0000	-1.0000	-1.0000	0.0000	-1.0000	-1.0000	0.0000	0.0000	0.0000	-1.0000	4	0.0000	0.0000	0.0000	-1.0000	-1.0000	0.0000	-1.0000	-1.0000	0.0000	0.0000	0.0000	-1.0000	4	3.3320
2598391800	33.7215	9.7981	640.4686	0.4252	0.4479	0.6349	0.4553	0.5272	-22.9888	163.2864	52.6389	4.4662	0	77.6750	11.4531	646.6208	0.2839	0.4391	0.6554	0.4616	0.4249	-19.7131	190.7585	63.7770	3.7643	0	6.6650
2598395160	33.3365	9.5699	640.5654	0.4265	0.4492	0.6352	0.4687	0.5344	-16.0708	161.3364	51.8483	4.4817	0	77.2959	11.3264	646.7296	0.2852	0.4399	0.6558	0.4553	0.4467	-22.9680	184.9246	61.4117	3.8215	0	10.0250
2598398485	32.9705	9.3645	640.7035	0.4277	0.4504	0.6357	0.4536	0.4871	-23.8224	174.0492	57.0025	4.4291	0	76.9123	11.2172	646.8010	0.2865	0.4405	0.6560	0.4652	0.4505	-17.8874	183.9027	60.9974	3.7785	0	13.3500
2598401763	32.5920	9.1647	640.8778	0.4290	0.4516	0.6363	0.4645	0.4998	-18.2282	170.6542	55.6260	4.4161	0	76.5260	11.1132	646.9297	0.2877	0.4411	0.6564	0.4643	0.4341	-18.3282	188.2906	62.7764	3.7622	0	16.6280
2598405114	32.2122	8.9688	641.0764	0.4303	0.4528	0.6369	0.4656	0.3878	-17.6926	200.7347	67.8217	4.1817	0	76.1384	11.0099	646.9973	0.2890	0.4417	0.6567	0.4574	0.4564	-21.8971	182.3101	60.3517	3.8055	0	19.9790
2598408484	31.8244	8.7827	641.1473	0.4315	0.4538	0.6372	0.4648	0.4632	-18.0681	180.4795	59.6095	4.3706	0	75.7558	10.9272	647.1087	0.2903	0.4422	0.6570	0.4612	0.3941	-19.9289	199.0555	67.1409	3.6095	0	23.3490
2598411731	31.4309	8.6057	641.1773	0.4328	0.4549	0.6373	0.4631	0.5344	-18.9447	161.3416	51.8504	4.4438	0	75.3679	10.8423	647.2009	0.2916	0.4427	0.6573	0.4607	0.4525	-20.1861	183.3550	60.7754	3.7768	0	26.5960
2598415079	31.0469	8.4538	641.4101	0.4341	0.4557	0.6380	0.4662	0.4753	-17.3509	177.2277	58.2912	4.3314	0	74.9719	10.7790	647.3068	0.2929	0.4430	0.6577	0.4604	0.4360	-20.3602	187.7841	62.5711	3.7320	0	29.9440
