Time	LEyePos3dx	LEyePos3dy	LEyePos3dz	LEyePos3dRelx	LEyePos3dRely	LEyePos3dRelz	LGazePos2dx	LGazePos2dy	LGazePos3dx	LGazePos3dy	LGazePos3dz	LPupilDm	LValidity	REyePos3dx	REyePos3dy	REyePos3dz	REyePos3dRelx	REyePos3dRely	REyePos3dRelz	RGazePos2dx	RGazePos2dy	RGazePos3dx	RGazePos3dy	RGazePos3dz	RPupilDm	RValidity	RelTimestamp
7251580494	-8.4411	-5.3633	687.0936	0.5698	0.5224	0.7903	0.5276	0.5340	14.1919	161.4547	51.8963	4.5117	0	35.0146	-0.8335	696.6964	0.4379	0.4981	0.8223	0.5451	0.5124	23.1828	167.2531	54.2471	4.1606	0	0.0000
7251583851	-8.4817	-5.3914	687.0870	0.5699	0.5225	0.7903	0.5282	0.5388	14.5146	160.1544	51.3691	4.5127	0	34.9730	-0.8439	696.6814	0.4380	0.4982	0.8223	0.5359	0.4997	18.4309	170.6655	55.6306	4.1955	0	3.3570
7251587194	-8.5282	-5.4206	687.1359	0.5700	0.5227	0.7905	0.5284	0.5197	14.5686	165.3034	53.4566	4.5344	0	34.9318	-0.8545	696.6607	0.4381	0.4982	0.8222	0.5381	0.4993	19.5698	170.7910	55.6815	4.1517	0	6.7000
7251590548	-8.5677	-5.4516	687.0787	0.5701	0.5229	0.7903	0.5303	0.5256	15.5623	163.7147	52.8125	4.4928	0	34.8921	-0.8643	696.6489	0.4382	0.4983	0.8222	0.5395	0.5023	20.2832	169.9626	55.3456	4.1453	0	10.0540
7251593911	-8.6083	-5.4790	687.0413	0.5703	0.5230	0.7901	0.5274	0.5191	14.0617	165.4683	53.5235	4.5493	0	34.8541	-0.8766	696.6291	0.4384	0.4984	0.8221	0.5314	0.4983	16.1524	171.0420	55.7833	4.1606	0	13.4170
7251597171	-8.6453	-5.5092	687.0511	0.5704	0.5232	0.7902	0.5254	0.5293	13.0517	162.7277	52.4124	4.5217	0	34.8131	-0.8872	696.5548	0.4385	0.4984	0.8218	0.5368	0.5036	18.9237	169.6221	55.2076	4.1606	0	16.6770
7251600521	-8.6814	-5.5394	687.0263	0.5705	0.5233	0.7901	0.5264	0.5270	13.5752	163.3380	52.6598	4.5182	0	34.7786	-0.8997	696.5436	0.4386	0.4985	0.8218	0.5422	0.5004	21.6727	170.4743	55.5531	4.1617	0	20.0270
7251603877	-8.7181	-5.5673	687.0113	0.5706	0.5235	0.7900	0.5240	0.5192	12.3272	165.4179	53.5030	4.5174	0	34.7440	-0.9129	696.5213	0.4387	0.4985	0.8217	0.5365	0.4589	18.7607	181.6433	60.0814	4.0709	0	23.3830
7251607239	-8.7549	-5.5979	686.9535	0.5707	0.5237	0.7898	0.5309	0.5277	15.8738	163.1340	52.5771	4.5135	0	34.7089	-0.9248	696.5151	0.4388	0.4986	0.8217	0.5383	0.5038	19.6627	169.5642	55.1841	4.1886	0	26.7450
7251610482	-8.7906	-5.6285	686.9735	0.5708	0.5238	0.7899	0.5280	0.5173	14.4084	165.9506	53.7190	4.5316	0	34.6712	-0.9374	696.4487	0.4389	0.4987	0.8215	0.5394	0.4945	20.2363	172.0546	56.1938	4.1309	0	29.9880
7251613837	-8.8276	-5.6567	686.9715	0.5709	0.5240	0.7899	0.5260	0.5236	13.3627	164.2490	53.0292	4.5180	0	34.6347	-0.9508	696.4484	0.4390	0.4987	0.8215	0.5363	0.4714	18.6454	178.2720	58.7146	4.0991	0	33.3430
7251617207	-8.8635	-5.6858	686.9747	0.5711	0.5241	0.7899	0.5245	0.5252	12.5885	163.8238	52.8568	4.5188	0	34.5988	-0.9641	696.4099	0.4391	0.4988	0.8214	0.5344	0.4873	17.6838	174.0062	56.9850	4.1554	0	36.7130
