Time	LEyePos3dx	LEyePos3dy	LEyePos3dz	LEyePos3dRelx	LEyePos3dRely	LEyePos3dRelz	LGazePos2dx	LGazePos2dy	LGazePos3dx	LGazePos3dy	LGazePos3dz	LPupilDm	LValidity	REyePos3dx	REyePos3dy	REyePos3dz	REyePos3dRelx	REyePos3dRely	REyePos3dRelz	RGazePos2dx	RGazePos2dy	RGazePos3dx	RGazePos3dy	RGazePos3dz	RPupilDm	RValidity	RelTimestamp
7153235971	-9.0666	-13.7563	632.5927	0.5728	0.5740	0.6086	0.5133	0.5716	6.8331	151.3609	47.8039	4.4121	0	35.6434	-10.1511	633.9171	0.4271	0.5530	0.6131	0.5344	0.5364	17.7000	160.8081	51.6341	4.0703	0	0.0000
7153239332	-9.1007	-13.7288	632.5825	0.5729	0.5738	0.6086	0.5139	0.5730	7.1184	150.9681	47.6446	4.3965	0	35.6090	-10.1210	633.9258	0.4273	0.5528	0.6131	0.5354	0.5372	18.2029	160.5948	51.5476	4.0855	0	3.3610
7153242606	-9.1357	-13.7088	632.6535	0.5730	0.5737	0.6088	0.5107	0.5697	5.5154	151.8537	48.0037	4.4144	0	35.5703	-10.0928	633.9153	0.4274	0.5527	0.6131	0.5239	0.5568	12.2907	155.3220	49.4099	4.1371	0	6.6350
7153245939	-9.1728	-13.6909	632.7746	0.5731	0.5736	0.6092	0.5165	0.5700	8.4758	151.7889	47.9774	4.3895	0	35.5357	-10.0710	634.0057	0.4275	0.5525	0.6134	0.5295	0.5509	15.1513	156.9160	50.0561	4.1165	0	9.9680
7153249298	-9.2036	-13.6766	632.8561	0.5732	0.5735	0.6095	0.5147	0.5697	7.5715	151.8697	48.0102	4.4138	0	35.5047	-10.0509	634.0739	0.4276	0.5524	0.6136	0.5273	0.5452	14.0386	158.4444	50.6758	4.1212	0	13.3270
7153252658	-9.2350	-13.6604	632.8782	0.5733	0.5734	0.6096	0.5110	0.5685	5.6685	152.1817	48.1367	4.4170	0	35.4769	-10.0321	634.1549	0.4277	0.5523	0.6138	0.5320	0.5443	16.4354	158.6795	50.7711	4.1009	0	16.6870
7153256016	-9.2675	-13.6446	632.9317	0.5734	0.5733	0.6098	0.5152	0.5704	7.7948	151.6737	47.9307	4.4203	0	35.4430	-10.0135	634.1673	0.4278	0.5522	0.6139	0.5257	0.5535	13.2175	156.2068	49.7686	4.1193	0	20.0450
7153259270	-9.3014	-13.6317	633.0205	0.5735	0.5732	0.6101	0.5143	0.5694	7.3690	151.9325	48.0356	4.4191	0	35.4084	-9.9976	634.2144	0.4280	0.5521	0.6140	0.5333	0.5465	17.1037	158.0996	50.5360	4.1274	0	23.2990
7153262623	-9.3323	-13.6185	633.0435	0.5736	0.5731	0.6101	0.5131	0.5681	6.7388	152.2797	48.1764	4.4055	0	35.3781	-9.9825	634.2838	0.4281	0.5520	0.6143	0.5303	0.5494	15.5664	157.3033	50.2131	4.1042	0	26.6520
7153265982	-9.3570	-13.6052	633.0964	0.5737	0.5730	0.6103	0.5165	0.5658	8.4946	152.9120	48.4328	4.3898	0	35.3494	-9.9708	634.3137	0.4282	0.5519	0.6144	0.5281	0.5489	14.4137	157.4630	50.2779	4.1633	0	30.0110
7153269341	-9.3819	-13.5942	633.1483	0.5738	0.5730	0.6105	0.5125	0.5651	6.4108	153.0914	48.5055	4.4031	0	35.3275	-9.9564	634.3844	0.4282	0.5518	0.6146	0.5356	0.5435	18.2659	158.8916	50.8571	4.1105	0	33.3700
7153272611	-9.4050	-13.5843	633.2254	0.5739	0.5729	0.6108	0.5152	0.5703	7.7987	151.7001	47.9414	4.4075	0	35.3056	-9.9439	634.4392	0.4283	0.5517	0.6148	0.5352	0.5414	18.1016	159.4641	51.0892	4.1052	0	36.6400
7153275949	-9.4290	-13.5754	633.2767	0.5739	0.5728	0.6109	0.5129	0.5717	6.6089	151.3132	47.7845	4.4018	0	35.2792	-9.9319	634.5237	0.4284	0.5517	0.6151	0.5286	0.5413	14.6916	159.5020	51.1045	4.1230	0	39.9780
7153279309	-9.4561	-13.5655	633.3385	0.5740	0.5728	0.6111	0.5123	0.5691	6.3206	152.0274	48.0741	4.3985	0	35.2530	-9.9205	634.5810	0.4285	0.5516	0.6153	0.5295	0.5451	15.1397	158.4641	50.6837	4.1053	0	43.3380
7153282656	-9.4834	-13.5548	633.4231	0.5741	0.5727	0.6114	0.5147	0.5685	7.5477	152.1759	48.1343	4.4013	0	35.2258	-9.9084	634.5933	0.4286	0.5515	0.6153	0.5312	0.5445	16.0395	158.6450	50.7571	4.1300	0	46.6850
7153285911	-9.5092	-13.5457	633.4603	0.5742	0.5726	0.6115	0.5140	0.5680	7.2006	152.3066	48.1873	4.3976	0	35.1994	-9.8969	634.6138	0.4287	0.5514	0.6154	0.5309	0.5464	15.9011	158.1154	50.5424	4.1252	0	49.9400
7153289270	-9.5302	-13.5343	633.4625	0.5743	0.5726	0.6115	0.5137	0.5693	7.0171	151.9818	48.0556	4.4139	0	35.1770	-9.8842	634.6723	0.4288	0.5514	0.6156	0.5276	0.5489	14.2029	157.4592	50.2763	4.1148	0	53.2990
7153292638	-9.5527	-13.5233	633.4968	0.5743	0.5725	0.6117	0.5145	0.5685	7.4326	152.1934	48.1414	4.4082	0	35.1568	-9.8719	634.7404	0.4288	0.5513	0.6158	0.5312	0.5496	16.0252	157.2646	50.1974	4.1386	0	56.6670
7153295991	-9.5731	-13.5118	633.5828	0.5744	0.5724	0.6119	0.5156	0.5640	8.0348	153.3860	48.6249	4.4128	0	35.1367	-9.8590	634.8656	0.4289	0.5512	0.6162	0.5265	0.5465	13.6098	158.1028	50.5373	4.1168	0	60.0200
7153299261	-9.5956	-13.4958	633.6620	0.5745	0.5723	0.6122	0.5176	0.5669	9.0587	152.6075	48.3093	4.3939	0	35.1144	-9.8449	634.9602	0.4290	0.5511	0.6165	0.5280	0.5493	14.3774	157.3551	50.2341	4.1299	0	63.2900
7153302601	-9.6159	-13.4790	633.7361	0.5745	0.5722	0.6125	0.5141	0.5720	7.2333	151.2370	47.7536	4.4193	0	35.0916	-9.8272	634.9665	0.4291	0.5510	0.6166	0.5283	0.5381	14.5538	160.3421	51.4452	4.1098	0	66.6300
7153305959	-9.6333	-13.4614	633.7999	0.5746	0.5721	0.6127	0.5186	0.5646	9.5625	153.2359	48.5641	4.3938	0	35.0698	-9.8074	634.9675	0.4292	0.5509	0.6166	0.5332	0.5444	17.0645	158.6587	50.7626	4.1429	0	69.9880
7153309319	-9.6502	-13.4422	633.8338	0.5746	0.5720	0.6128	0.5140	0.5711	7.1733	151.4757	47.8504	4.3745	0	35.0521	-9.7877	634.9819	0.4292	0.5508	0.6166	0.5296	0.5496	15.1936	157.2552	50.1936	4.1083	0	73.3480
7153312593	-9.6655	-13.4221	633.8745	0.5747	0.5719	0.6129	0.5139	0.5656	7.1254	152.9685	48.4556	4.3931	0	35.0364	-9.7665	635.0106	0.4293	0.5506	0.6167	0.5278	0.5536	14.2850	156.1916	49.7624	4.1175	0	76.6220
7153315922	-9.6797	-13.4007	633.8826	0.5747	0.5717	0.6129	0.5170	0.5680	8.7178	152.3068	48.1874	4.4019	0	35.0238	-9.7470	635.0837	0.4293	0.5505	0.6169	0.5326	0.5596	16.7753	154.5879	49.1122	4.1405	0	79.9510
7153319283	-9.6910	-13.3821	633.9067	0.5748	0.5716	0.6130	0.5169	0.5615	8.6819	154.0662	48.9007	4.3976	0	35.0094	-9.7271	635.1721	0.4294	0.5504	0.6172	0.5297	0.5469	15.2413	157.9916	50.4922	4.1424	0	83.3120
7153322643	-9.7045	-13.3624	633.9329	0.5748	0.5715	0.6131	0.5142	0.5686	7.3079	152.1592	48.1275	4.4111	0	35.0003	-9.7050	635.2743	0.4294	0.5503	0.6176	0.5277	0.5464	14.2432	158.1143	50.5419	4.1216	0	86.6720
7153326003	-9.7180	-13.3401	633.9758	0.5749	0.5714	0.6133	0.5139	0.5664	7.1425	152.7412	48.3635	4.3960	0	34.9864	-9.6808	635.3516	0.4295	0.5501	0.6178	0.5305	0.5588	15.6609	154.7903	49.1943	4.1437	0	90.0320
7153329265	-9.7310	-13.3133	633.9918	0.5749	0.5712	0.6133	0.5129	0.5707	6.6394	151.6021	47.9017	4.4181	0	34.9752	-9.6581	635.4000	0.4295	0.5500	0.6180	0.5350	0.5508	17.9960	156.9395	50.0656	4.1301	0	93.2940
7153332617	-9.7432	-13.2885	634.0371	0.5749	0.5711	0.6135	0.5172	0.5691	8.8510	152.0169	48.0699	4.3988	0	34.9627	-9.6329	635.4663	0.4296	0.5498	0.6182	0.5284	0.5519	14.5855	156.6547	49.9501	4.1117	0	96.6460
7153335963	-9.7565	-13.2659	634.0983	0.5750	0.5709	0.6137	0.5156	0.5727	8.0238	151.0641	47.6835	4.4248	0	34.9485	-9.6064	635.4583	0.4296	0.5497	0.6182	0.5262	0.5571	13.4374	155.2438	49.3781	4.1525	0	99.9920
7153339331	-9.7687	-13.2433	634.1608	0.5750	0.5708	0.6139	0.5138	0.5671	7.0872	152.5649	48.2920	4.3848	0	34.9343	-9.5817	635.4742	0.4297	0.5495	0.6182	0.5226	0.5500	11.6226	157.1428	50.1481	4.1314	0	103.3600
7153342592	-9.7794	-13.2210	634.2203	0.5750	0.5706	0.6141	0.5190	0.5666	9.7620	152.6817	48.3394	4.4234	0	34.9216	-9.5574	635.4986	0.4297	0.5494	0.6183	0.5221	0.5631	11.3298	153.6354	48.7260	4.1570	0	106.6210
7153345939	-9.7881	-13.2021	634.2752	0.5751	0.5705	0.6143	0.5171	0.5655	8.7844	153.0034	48.4698	4.3890	0	34.9099	-9.5343	635.5370	0.4298	0.5492	0.6185	0.5225	0.5533	11.5619	156.2703	49.7943	4.1345	0	109.9680
