Time	LEyePos3dx	LEyePos3dy	LEyePos3dz	LEyePos3dRelx	LEyePos3dRely	LEyePos3dRelz	LGazePos2dx	LGazePos2dy	LGazePos3dx	LGazePos3dy	LGazePos3dz	LPupilDm	LValidity	REyePos3dx	REyePos3dy	REyePos3dz	REyePos3dRelx	REyePos3dRely	REyePos3dRelz	RGazePos2dx	RGazePos2dy	RGazePos3dx	RGazePos3dy	RGazePos3dz	RPupilDm	RValidity	RelTimestamp
7179958454	12.5381	-6.7953	649.7459	0.5033	0.5323	0.6658	0.5068	0.5737	3.5000	150.7901	47.5725	4.5901	0	57.0371	-4.5277	654.0107	0.3621	0.5195	0.6800	0.5204	0.5594	10.4997	154.6359	49.1317	4.3721	0	0.0000
7179961708	12.4687	-6.8083	649.7739	0.5035	0.5324	0.6659	0.5119	0.5788	6.1271	149.4181	47.0162	4.5751	0	56.9653	-4.5330	653.9400	0.3623	0.5195	0.6798	0.5229	0.5633	11.7779	153.5898	48.7076	4.3846	0	3.2540
7179965083	12.3962	-6.8262	649.7702	0.5038	0.5325	0.6659	0.5094	0.5747	4.8452	150.5088	47.4584	4.5864	0	56.8977	-4.5391	653.9299	0.3625	0.5196	0.6798	0.5260	0.5660	13.3670	152.8691	48.4154	4.3761	0	6.6290
7179968427	12.3237	-6.8439	649.8176	0.5040	0.5326	0.6661	0.5098	0.5784	5.0427	149.5369	47.0644	4.5945	0	56.8308	-4.5474	653.9020	0.3627	0.5196	0.6797	0.5189	0.5712	9.6950	151.4610	47.8445	4.3686	0	9.9730
7179971780	12.2488	-6.8634	649.8436	0.5043	0.5327	0.6661	0.5056	0.5760	2.8849	150.1711	47.3215	4.5810	0	56.7542	-4.5575	653.8447	0.3629	0.5197	0.6795	0.5248	0.5584	12.7458	154.9082	49.2421	4.3566	0	13.3260
7179975035	12.1737	-6.8833	649.8548	0.5045	0.5328	0.6662	0.5073	0.5760	3.7558	150.1735	47.3225	4.5863	0	56.6880	-4.5688	653.8483	0.3631	0.5197	0.6795	0.5188	0.5688	9.6400	152.0939	48.1011	4.3652	0	16.5810
7179978409	12.0957	-6.9057	649.8900	0.5047	0.5329	0.6663	0.5104	0.5745	5.3664	150.5837	47.4888	4.5887	0	56.6091	-4.5821	653.7903	0.3634	0.5198	0.6793	0.5257	0.5690	13.2151	152.0499	48.0832	4.3606	0	19.9550
7179981760	12.0193	-6.9272	649.8908	0.5050	0.5330	0.6663	0.5072	0.5729	3.7006	151.0115	47.6622	4.5928	0	56.5386	-4.5980	653.7948	0.3636	0.5199	0.6793	0.5229	0.5706	11.7733	151.6108	47.9052	4.3607	0	23.3060
7179985114	11.9419	-6.9550	649.9638	0.5052	0.5332	0.6665	0.5104	0.5781	5.3423	149.6109	47.0944	4.5837	0	56.4629	-4.6141	653.7434	0.3638	0.5200	0.6791	0.5178	0.5679	9.1438	152.3404	48.2010	4.3734	0	26.6600
7179988379	11.8662	-6.9823	649.9367	0.5055	0.5334	0.6665	0.5129	0.5824	6.6079	148.4540	46.6253	4.5730	0	56.3893	-4.6335	653.7280	0.3641	0.5201	0.6791	0.5213	0.5649	10.9596	153.1544	48.5310	4.3549	0	29.9250
7179991734	11.7883	-7.0118	649.9516	0.5057	0.5335	0.6665	0.5093	0.5731	4.7937	150.9580	47.6405	4.5983	0	56.3191	-4.6490	653.7018	0.3643	0.5202	0.6790	0.5231	0.5650	11.8661	153.1229	48.5183	4.3381	0	33.2800
7179995078	11.7137	-7.0406	650.0135	0.5060	0.5337	0.6667	0.5090	0.5702	4.6205	151.7255	47.9517	4.5892	0	56.2411	-4.6685	653.6719	0.3645	0.5203	0.6789	0.5232	0.5554	11.9439	155.7071	49.5660	4.3246	0	36.6240
7179998437	11.6343	-7.0701	649.9852	0.5062	0.5339	0.6666	0.5097	0.5817	4.9623	148.6369	46.6995	4.5567	0	56.1748	-4.6863	653.7168	0.3647	0.5204	0.6791	0.5245	0.5683	12.5729	152.2468	48.1630	4.3356	0	39.9830
7180001798	11.5546	-7.0979	650.0509	0.5065	0.5340	0.6668	0.5088	0.5738	4.5113	150.7673	47.5632	4.5586	0	56.0906	-4.7000	653.5902	0.3650	0.5205	0.6786	0.5171	0.5666	8.8062	152.7033	48.3481	4.3237	0	43.3440
7180005041	11.4759	-7.1283	650.0595	0.5067	0.5342	0.6669	0.5095	0.5730	4.8580	150.9634	47.6427	4.5885	0	56.0196	-4.7175	653.6298	0.3652	0.5206	0.6788	0.5280	0.5533	14.4091	156.2573	49.7890	4.3103	0	46.5870
